question,n_sessions,share_sessions,median_position,position_iqr
long time that's a long time often backb how often do you go back to your hometown,3,0.015873015873015872,0.06451612903225806,0.00794871794871796
that's great how would your best friend describe you,3,0.015873015873015872,0.75,0.09561567164179108
that's good okay i think i've asked everything i need to thanks for sharing your thoughts with me,3,0.015873015873015872,0.9855072463768116,0.008196721311475308
that's great okay i think i've asked everything i need to,3,0.015873015873015872,0.9661016949152542,0.005438907159119655
mhm what are some things you like to do for fun,3,0.015873015873015872,0.296875,0.323397913561848
thats good that's good great thanks i'm great thanks where originally where are you from originally,3,0.015873015873015872,0.041666666666666664,0.011027568922305768
uh huh uh huh regret is there anything you regret,3,0.015873015873015872,0.8809523809523809,0.025757575757575646
yeah downer yeah behavior changes have you noticed any changes in your behavior or thoughts lately,3,0.015873015873015872,0.7285714285714285,0.03703703703703698
yeah yeah feel lately how have you been feeling lately,3,0.015873015873015872,0.5428571428571428,0.07371794871794868
that's good have you noticed any changes in your behavior or thoughts lately,3,0.015873015873015872,0.6567164179104478,0.038461538461538436
oh my gosh,3,0.015873015873015872,0.47126436781609193,0.059332770270270285
good hear that's so good to hear asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me bye goodbye,3,0.015873015873015872,1.0,0.0
uh huh uh huh easy sleep how easy is it for you to get a good night's sleep,3,0.015873015873015872,0.6111111111111112,0.05887600356824274
okay what do you do now,3,0.015873015873015872,0.234375,0.16494133885438236
sorry hear i'm sorry to hear that family relationship tell me about your relationship with your family,3,0.015873015873015872,0.5555555555555556,0.03258003766478346
yeah i'm sorry,3,0.015873015873015872,0.40816326530612246,0.2627551020408163
combat did you ever see combat,3,0.015873015873015872,0.5416666666666666,0.057868952847519806
mm mm last argument when was the last time you argued with someone and what was it about,3,0.015873015873015872,0.41379310344827586,0.02651515151515149
yeah downer yeah last argument when was the last time you argued with someone and what was it about,3,0.015873015873015872,0.36666666666666664,0.0888888888888889
civilian life how easy was it for you to go back to civilian life,3,0.015873015873015872,0.6388888888888888,0.08083282302510708
understand i understand study what did you study at school,3,0.015873015873015872,0.16666666666666666,0.06402561024409764
uh huh tell me about something you did recently that you really enjoyed,3,0.015873015873015872,0.7049180327868853,0.06301369863013695
thats good that's good easy sleep how easy is it for you to get a good night's sleep,3,0.015873015873015872,0.6666666666666666,0.05254674403610571
yeah downer yeah see mean i see what you mean travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,3,0.015873015873015872,0.16666666666666666,0.06470588235294117
thats great that's great asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me bye goodbye,3,0.015873015873015872,1.0,0.0
uh oh,3,0.015873015873015872,0.5298507462686567,0.6527694362093641
great situation that sounds like a great situation bf describe how would your best friend describe you,3,0.015873015873015872,0.8444444444444444,0.02701882210078932
thats great that's great relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,3,0.015873015873015872,0.35185185185185186,0.012536162005786
cool what are some things you don't really like about l a,3,0.015873015873015872,0.13333333333333333,0.03699466056445459
mhm mhm advice back what advice would you give to yourself ten or twenty years ago,3,0.015873015873015872,0.9333333333333333,0.025379382522239702
yeah yeah memory erase tell me about an event or something that you wish you could erase from your memory,3,0.015873015873015872,0.43661971830985913,0.04224464060529637
okay what's the best thing about being a parent,3,0.015873015873015872,0.8877551020408163,0.3702731092436975
yeah downer yeah feelbadly tell me about a time when someone made you feel really badly about yourself,3,0.015873015873015872,0.8333333333333334,0.03327922077922085
i see what you mean what do you do to relax,3,0.015873015873015872,0.3018867924528302,0.07509968985378818
that's good what are some things you really like about l a,3,0.015873015873015872,0.12698412698412698,0.010020294266869623
makes sense that makes sense relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,3,0.015873015873015872,0.32051282051282054,0.02478632478632481
yeah yeah asked everything okay i think i have asked everything i need to,3,0.015873015873015872,0.9615384615384616,0.009316770186335477
i understand,3,0.015873015873015872,0.547945205479452,0.13676303854875282
hmm downer hmm hard decisionb tell me about the hardest decision you've ever had to make,3,0.015873015873015872,0.46296296296296297,0.042595769010863316
cool do you consider yourself an introvert,3,0.015873015873015872,0.2236842105263158,0.10452830188679246
thats good that's good situation handled tell me about a situation that you wish you had handled differently,3,0.015873015873015872,0.4090909090909091,0.08008879781420764
okay confirm okay dream job what's your dream job,3,0.015873015873015872,0.2833333333333333,0.04167623421354763
good hear that's so good to hear self change what are some things you wish you could change about yourself,3,0.015873015873015872,0.828125,0.04646495832046926
mm mm regret is there anything you regret,3,0.015873015873015872,0.8292682926829268,0.08580645161290312
understand i understand family relationship tell me about your relationship with your family,3,0.015873015873015872,0.5079365079365079,0.22916666666666669
nice nice asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me,3,0.015873015873015872,0.9791666666666666,0.0029358626919603337
mhm is there anything you regret,3,0.015873015873015872,0.8676470588235294,0.08013001695873367
yeah yeah see mean i see what you mean,3,0.015873015873015872,0.09090909090909091,0.027777777777777776
isee downer i see influence positive who's someone that's been a positive influence in your life,3,0.015873015873015872,0.4925373134328358,0.05228758169934644
that makes sense,3,0.015873015873015872,0.7704918032786885,0.3524064171122995
that's so good to hear do you travel a lot,3,0.015873015873015872,0.2037037037037037,0.041034482758620705
awesome do you consider yourself an introvert,3,0.015873015873015872,0.16363636363636364,0.014214567337621942
yeah that sounds really hard,3,0.015873015873015872,0.47692307692307695,0.24793103448275866
appreciate open thanks for sharing your thoughts with me bye goodbye,3,0.015873015873015872,1.0,0.009615384615384581
yeah have you noticed any changes in your behavior or thoughts lately,3,0.015873015873015872,0.673469387755102,0.03258145363408527
isee downer i see memory erase tell me about an event or something that you wish you could erase from your memory,3,0.015873015873015872,0.5370370370370371,0.050694444444444486
thats great that's great dream job what's your dream job,3,0.015873015873015872,0.23214285714285715,0.07828282828282829
yeah what are you most proud of in your life,3,0.015873015873015872,0.927710843373494,0.026611047180667424
okay what are some things you really like about l a,3,0.015873015873015872,0.1111111111111111,0.03149506703769289
uh huh uh huh shyoutgoing do you consider yourself more shy or outgoing,3,0.015873015873015872,0.2962962962962963,0.08517462580185314
laughter,3,0.015873015873015872,0.8823529411764706,0.15900735294117652
wow wow travel changed what do you enjoy about traveling,3,0.015873015873015872,0.16326530612244897,0.044444444444444425
mhm when was the last time you felt really happy,3,0.015873015873015872,0.9,0.12765957446808507
mhm mhm compares la how does it compare to l a,3,0.015873015873015872,0.11538461538461539,0.024038461538461536
isee downer i see advice back what advice would you give to yourself ten or twenty years ago,3,0.015873015873015872,0.9074074074074074,0.022222222222222254
mhm mhm influence positive who's someone that's been a positive influence in your life,3,0.015873015873015872,0.5294117647058824,0.058733790999237145
see mean i see what you mean why la why did you move to l a,3,0.015873015873015872,0.14,0.013213530655391131
okay confirm okay compares la how does it compare to l a,3,0.015873015873015872,0.13953488372093023,0.02777777777777779
good hear that's so good to hear influence positive who's someone that's been a positive influence in your life,3,0.015873015873015872,0.6271186440677966,0.06060606060606055
thats great that's great behavior changes have you noticed any changes in your behavior or thoughts lately,3,0.015873015873015872,0.7446808510638298,0.07181818181818178
that's good have you been diagnosed with depression,3,0.015873015873015872,0.7083333333333334,0.03791257805530768
yeah yeah asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me,3,0.015873015873015872,0.9795918367346939,0.004781997187060627
cool cool shyoutgoing do you consider yourself more shy or outgoing,3,0.015873015873015872,0.3333333333333333,0.05833333333333335
nice nice travel changed what do you enjoy about traveling,3,0.015873015873015872,0.18181818181818182,0.01190476190476189
mhm mhm feelbadly tell me about a time when someone made you feel really badly about yourself,3,0.015873015873015872,0.8771929824561403,0.019607843137254832
thats good that's good ideal weekendc tell me how you spend your ideal weekend,3,0.015873015873015872,0.8833333333333333,0.06370434282427384
isee downer i see hard decisionb tell me about the hardest decision you've ever had to make,3,0.015873015873015872,0.5,0.03448275862068961
mm mm easy sleep how easy is it for you to get a good night's sleep,3,0.015873015873015872,0.5789473684210527,0.03992740471869327
uh huh uh huh dont like la what are some things you don't really like about l a,3,0.015873015873015872,0.18518518518518517,0.0651330376940133
yeah yeah difficult how hard is that,2,0.010582010582010581,0.7475158084914182,0.15492321589882574
i'm sorry to hear that how do you cope with them,2,0.010582010582010581,0.43040238450074514,0.012220566318926984
mhm do you feel that way often,2,0.010582010582010581,0.6744663382594417,0.11124794745484401
mhm mhm like what like what,2,0.010582010582010581,0.8405797101449275,0.02898550724637683
yeah downer yeah feel lately how have you been feeling lately,2,0.010582010582010581,0.7319955406911929,0.02185061315496095
uh huh uh huh ideal weekendc tell me how you spend your ideal weekend,2,0.010582010582010581,0.8684668989547037,0.08275261324041805
uh huh uh huh ellie dec what would you say are some of your best qualities,2,0.010582010582010581,0.8037825059101655,0.026004728132387744
okay do you still go to therapy now,2,0.010582010582010581,0.560287081339713,0.12392344497607655
argument about what was it about,2,0.010582010582010581,0.5964026915113871,0.35002587991718426
yeah yeah see mean i see what you mean travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,2,0.010582010582010581,0.10144927536231885,0.0144927536231884
good hear that's so good to hear asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me,2,0.010582010582010581,0.9826762246117084,0.0011947431302269385
uh huh uh huh sleep affects what are you like when you don't sleep well,2,0.010582010582010581,0.6205357142857143,0.06696428571428581
that sucks that sucks feelguilty what's something you feel guilty about,2,0.010582010582010581,0.46907993966817496,0.018099547511312153
okay thanks for sharing your thoughts with me,2,0.010582010582010581,0.9749688667496886,0.011332503113324899
see mean i see what you mean dont like la what are some things you don't really like about l a,2,0.010582010582010581,0.09646118721461186,0.013127853881278531
mhm what'd you study at school,2,0.010582010582010581,0.06491312741312741,0.02437258687258688
aw aw control temper how are you at controlling your temper,2,0.010582010582010581,0.38899950223992036,0.00124440019910399
nice nice change directions what made you decide to do that,2,0.010582010582010581,0.19673202614379087,0.018954248366013088
thats great that's great advice back what advice would you give to yourself ten or twenty years ago,2,0.010582010582010581,0.8922222222222222,0.04777777777777781
really why,2,0.010582010582010581,0.18154761904761904,0.014880952380952384
thanks it was great chatting with you,2,0.010582010582010581,0.9827123695976154,0.0008941877794336195
yeah yeah that sucks that sucks,2,0.010582010582010581,0.4480836236933798,0.009059233449477344
thats good that's good memorableb what's one of your most memorable experiences,2,0.010582010582010581,0.5411764705882353,0.4
understand i understand behavior changes have you noticed any changes in your behavior or thoughts lately,2,0.010582010582010581,0.6482142857142856,0.048214285714285654
okay do you feel down,2,0.010582010582010581,0.49217171717171715,0.14671717171717163
isee downer i see easy sleep how easy is it for you to get a good night's sleep,2,0.010582010582010581,0.5715942028985508,0.051594202898550656
great situation that sounds like a great situation shyoutgoing do you consider yourself more shy or outgoing,2,0.010582010582010581,0.2921747967479675,0.000508130081300795
hmm is there anything you regret,2,0.010582010582010581,0.7679950186799502,0.14981320049813196
yeah that sounds like a great situation,2,0.010582010582010581,0.7647375215146299,0.21116609294320143
i understand what advice would you give yourself ten or twenty years ago,2,0.010582010582010581,0.7477611940298508,0.14776119402985088
uh huh uh huh bf describe how would your best friend describe you,2,0.010582010582010581,0.8664717348927875,0.059454191033138315
and please feel free to tell me anything your answers are totally confidential are you okay with this,2,0.010582010582010581,0.017027417027417027,0.001154401154401151
ellie dec that's good happy lasttime tell me about the last time you felt really happy,2,0.010582010582010581,0.7919103313840157,0.032651072124756264
thats good that's good study what did you study at school,2,0.010582010582010581,0.20415778251599148,0.010127931769722792
cool how close are you to your family,2,0.010582010582010581,0.20714285714285713,0.007142857142857145
awesome awesome control temper how are you at controlling your temper,2,0.010582010582010581,0.3194444444444444,0.06944444444444448
after what did you do after the military,2,0.010582010582010581,0.5801056338028169,0.04489436619718323
yeah can you give me an example of that,2,0.010582010582010581,0.6763392857142857,0.2299107142857143
nice nice bouts symptoms when was the last time that happened,2,0.010582010582010581,0.4519110275689223,0.06594611528822059
cool cool still doing x are you still doing that,2,0.010582010582010581,0.28888888888888886,0.011111111111111127
mhm what are you like when you don't sleep well,2,0.010582010582010581,0.6378968253968254,0.08432539682539686
yeah how did you feel in that moment,2,0.010582010582010581,0.6061165845648604,0.21531198686371095
wild laughter laughter great situation that sounds like a great situation,2,0.010582010582010581,0.27314814814814814,0.02314814814814814
awesome awesome ideal weekendc tell me how you spend your ideal weekend,2,0.010582010582010581,0.930952380952381,0.04523809523809519
yeah when was the last time you argued with someone and what was it about,2,0.010582010582010581,0.3948455459770115,0.02702945402298851
uh huh uh huh happy lasttime tell me about the last time you felt really happy,2,0.010582010582010581,0.8166666666666667,0.01666666666666672
great thanks i'm great thanks,2,0.010582010582010581,0.4686768149882904,0.4329625292740047
that's good tell me more about that,2,0.010582010582010581,0.45583372697213037,0.35238545111006137
yeah i'd love to hear about one of your trips,2,0.010582010582010581,0.15191801689516687,0.04348428195540785
that's good how do you like your living situation,2,0.010582010582010581,0.10672169811320754,0.04422169811320756
i see what you mean how easy is it for you to get a good night's sleep,2,0.010582010582010581,0.540948275862069,0.0007183908045975684
see mean i see what you mean memory erase tell me about an event or something that you wish you could erase from your memory,2,0.010582010582010581,0.6428571428571428,0.2142857142857143
old how old were you when you joined the military,2,0.010582010582010581,0.5395531400966183,0.025664251207729527
that's good what are some things you like to do for fun,2,0.010582010582010581,0.4356003039513678,0.09631458966565354
wow wow happy didthat are you happy you did that,2,0.010582010582010581,0.3362282878411911,0.06699751861042186
mhm mhm travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,2,0.010582010582010581,0.16086065573770492,0.035860655737704916
yeah do you consider yourself an introvert,2,0.010582010582010581,0.5064935064935064,0.2792207792207792
hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started,2,0.010582010582010581,0.0,0.0
okay okay i think i've asked everything i need to thanks for sharing your thoughts with me,2,0.010582010582010581,0.9846938775510203,0.005102040816326592
yeah how easy is it for you to get a good night's sleep,2,0.010582010582010581,0.5755536257056014,0.12657403386886668
yeah what do you do to relax,2,0.010582010582010581,0.25065410779696495,0.00575614861329149
i understand what do you enjoy about traveling,2,0.010582010582010581,0.18601538976246235,0.038474406155905
mm mm hard decisionb tell me about the hardest decision you've ever had to make,2,0.010582010582010581,0.4854838709677419,0.11451612903225805
okay confirm okay military have you ever served in the military,2,0.010582010582010581,0.5958132045088567,0.052334943639291476
uh huh uh huh feelguilty what's something you feel guilty about,2,0.010582010582010581,0.44018817204301075,0.10147849462365593
cool cool study what did you study at school,2,0.010582010582010581,0.114247311827957,0.030913978494623656
aww,2,0.010582010582010581,0.8479477611940298,0.027052238805970075
okay have you ever been diagnosed with p t s d,2,0.010582010582010581,0.751280737704918,0.0299692622950819
sorry hear i'm sorry to hear that where originally where are you from originally,2,0.010582010582010581,0.051587301587301584,0.003968253968253968
right right advice back what advice would you give to yourself ten or twenty years ago,2,0.010582010582010581,0.8779761904761905,0.038690476190476275
wild laughter laughter family relationship tell me about your relationship with your family,2,0.010582010582010581,0.3650980392156863,0.12509803921568624
okay confirm okay okay confirm okay how doingv so how are you doing today how doingv so how are you doing today,2,0.010582010582010581,0.01835016835016835,0.00016835016835017175
thats good that's good adapted la how easy was it for you to get used to living in l a,2,0.010582010582010581,0.1777690185258179,0.008277493102089084
understand i understand advice back what advice would you give to yourself ten or twenty years ago,2,0.010582010582010581,0.9100080710250202,0.00524616626311547
okay how often do you go back to your hometown,2,0.010582010582010581,0.19403508771929823,0.034035087719298224
mhm mhm happy lasttime tell me about the last time you felt really happy,2,0.010582010582010581,0.8563218390804598,0.02298850574712641
downer okay family relationship tell me about your relationship with your family,2,0.010582010582010581,0.5583333333333333,0.04166666666666652
yeah yeah parent differences what are some ways that you're different as a parent than your parents,2,0.010582010582010581,0.45238095238095233,0.11904761904761901
thats great that's great still working on x are you still working in that,2,0.010582010582010581,0.2602040816326531,0.0459183673469388
thats good that's good travel changed what do you enjoy about traveling,2,0.010582010582010581,0.1725417439703154,0.009276437847866442
nice do you consider yourself an introvert,2,0.010582010582010581,0.18250851008117308,0.0631055250065462
yeah downer yeah parent best what's the best thing about being a parent,2,0.010582010582010581,0.393483709273183,0.1303258145363409
aw aw kids elaborate tell me about your kids,2,0.010582010582010581,0.2217015140591204,0.011175198269646691
hmm downer hmm describe felt how did you feel in that moment,2,0.010582010582010581,0.44930555555555557,0.07152777777777775
sorry hear i'm sorry to hear that hard decisionb tell me about the hardest decision you've ever had to make,2,0.010582010582010581,0.4337305886601661,0.05344889851932111
see mean i see what you mean shyoutgoing do you consider yourself more shy or outgoing,2,0.010582010582010581,0.2155067155067155,0.040903540903540925
yeah downer yeah difficult how hard is that,2,0.010582010582010581,0.13360323886639675,0.04588394062078274
mhm mhm hard decisionb tell me about the hardest decision you've ever had to make,2,0.010582010582010581,0.5767676767676768,0.0010101010101010166
good hear that's so good to hear control temper how are you at controlling your temper,2,0.010582010582010581,0.40326797385620916,0.04771241830065365
that's good how easy is it for you to get a good night's sleep,2,0.010582010582010581,0.6469298245614035,0.002192982456140302
yeah downer yeah im sorry i'm sorry hard decisionb tell me about the hardest decision you've ever had to make,2,0.010582010582010581,0.568927304964539,0.048093971631205656
wild laughter laughter relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,2,0.010582010582010581,0.429866036249015,0.05949566587864458
yeah yeah parent best what's the best thing about being a parent,2,0.010582010582010581,0.5008510638297873,0.1391489361702128
yeah downer yeah ellie dec what are you most proud of in your life,2,0.010582010582010581,0.9386363636363636,0.006818181818181834
okay confirm okay where originally where are you from originally,2,0.010582010582010581,0.03714759535655058,0.007296849087893867
yeah downer yeah ellie dec tell me about something you did recently that you really enjoyed,2,0.010582010582010581,0.8891786179921772,0.04302477183833109
effectb how did serving in the military change you,2,0.010582010582010581,0.5687385180649112,0.06169626454378452
mhm can you tell me about that,2,0.010582010582010581,0.6703413940256046,0.2243954480796586
cool how would your best friend describe you,2,0.010582010582010581,0.8572458543619321,0.0901225666906994
yeah downer yeah study what did you study at school,2,0.010582010582010581,0.5100603621730382,0.08148893360160969
okay okay i think i've asked everything i need to,2,0.010582010582010581,0.9703947368421053,0.01206140350877194
hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment,2,0.010582010582010581,0.0,0.0
yeah downer yeah ellie dec what are some things that usually put you in a good mood,2,0.010582010582010581,0.9357142857142857,0.030952380952380842
yeah downer yeah happy didthat are you happy you did that,2,0.010582010582010581,0.46937321937321935,0.12321937321937326
okay confirm okay dont like la what are some things you don't really like about l a,2,0.010582010582010581,0.12028985507246376,0.05362318840579709
name ellie i'm ellie,2,0.010582010582010581,0.7053872053872055,0.2794612794612795
cool cool bf describe how would your best friend describe you,2,0.010582010582010581,0.8342105263157895,0.03421052631578947
im sorry i'm sorry symptoms cope how do you cope with them,2,0.010582010582010581,0.6721590909090909,0.10965909090909098
makes sense that makes sense hard decisionb tell me about the hardest decision you've ever had to make,2,0.010582010582010581,0.48333333333333334,0.01666666666666672
yeah downer yeah sorry hear i'm sorry to hear that,2,0.010582010582010581,0.5867346938775511,0.056122448979591955
uh huh uh huh influence positive who's someone that's been a positive influence in your life,2,0.010582010582010581,0.5528975741239892,0.08861185983827502
makes sense that makes sense dream job what's your dream job,2,0.010582010582010581,0.33484573502722326,0.007259528130671489
mm mm feelbadly tell me about a time when someone made you feel really badly about yourself,2,0.010582010582010581,0.8247058823529412,0.09529411764705875
makes sense that makes sense memory erase tell me about an event or something that you wish you could erase from your memory,2,0.010582010582010581,0.5425213675213675,0.053632478632478664
understand i understand feel lately how have you been feeling lately,2,0.010582010582010581,0.6350459242250287,0.038030998851894315
isee downer i see regret is there anything you regret,2,0.010582010582010581,0.8923611111111112,0.00347222222222221
mm mm shyoutgoing do you consider yourself more shy or outgoing,2,0.010582010582010581,0.4690605239385727,0.04313459801264685
sounds interesting that sounds interesting still working on x are you still working in that,2,0.010582010582010581,0.4043835616438356,0.07561643835616438
wild laughter big laughter,2,0.010582010582010581,0.3971677559912854,0.23246187363834414
oh my gosh oh my gosh,2,0.010582010582010581,0.4104662698412698,0.12921626984126988
good hear that's so good to hear dream job what's your dream job,2,0.010582010582010581,0.22322775263951736,0.0075414781297134525
isee downer i see ptsd diagnosed have you ever been diagnosed with p t s d,2,0.010582010582010581,0.6499183006535948,0.0028594771241829964
ellie dec wow been hard that sounds really hard,2,0.010582010582010581,0.5051020408163265,0.005102040816326592
cool are you still doing that,2,0.010582010582010581,0.20857699805068225,0.050682261208576995
cool cool compares la how does it compare to l a,2,0.010582010582010581,0.13407407407407407,0.014074074074074072
awesome awesome ellie dec what are you most proud of in your life,2,0.010582010582010581,0.9788671958807122,0.004183651576914804
see mean i see what you mean ellie dec what are some things that usually put you in a good mood,2,0.010582010582010581,0.9391086001255493,0.0238543628374136
awesome awesome travel changed what do you enjoy about traveling,2,0.010582010582010581,0.2222222222222222,0.05555555555555555
mm mm feel lately how have you been feeling lately,2,0.010582010582010581,0.6807909604519774,0.01412429378531077
wow wow thats great that's great study what did you study at school,2,0.010582010582010581,0.2519493177387914,0.011208576998050696
see mean i see what you mean feel lately how have you been feeling lately,2,0.010582010582010581,0.7421343537414966,0.012967687074829981
that sucks that sucks advice back what advice would you give to yourself ten or twenty years ago,2,0.010582010582010581,0.8459752321981424,0.02244582043343657
aw aw memory erase tell me about an event or something that you wish you could erase from your memory,2,0.010582010582010581,0.5321350762527233,0.0419389978213508
uh huh uh huh okay confirm okay relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,2,0.010582010582010581,0.3560049019607843,0.08149509803921562
good hear that's so good to hear travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,2,0.010582010582010581,0.2504254112308565,0.01786727169597277
thats great that's great ptsd diagnosed have you ever been diagnosed with p t s d,2,0.010582010582010581,0.7197159565580618,0.10568086883876349
thats good that's good thats good that's good where originally where are you from originally where originally where are you from originally,2,0.010582010582010581,0.0367003367003367,0.0003367003367003435
nice nice describe felt how did you feel in that moment,2,0.010582010582010581,0.8250517598343685,0.15113871635610776
talk later why don't we talk about that later,2,0.010582010582010581,0.5110714285714286,0.02892857142857147
see mean i see what you mean where originally where are you from originally,2,0.010582010582010581,0.05423280423280423,0.017195767195767188
yeah yeah ellie dec what would you say are some of your best qualities,2,0.010582010582010581,0.7117346938775511,0.03826530612244905
elaborate could you say a little more about that,2,0.010582010582010581,0.5753424657534246,0.10371819960861062
aw how did you feel in that moment,2,0.010582010582010581,0.6518003273322422,0.3056464811783961
uh huh uh huh memory erase tell me about an event or something that you wish you could erase from your memory,2,0.010582010582010581,0.5698891625615763,0.016317733990147798
yeah downer yeah self change what are some things you wish you could change about yourself,2,0.010582010582010581,0.8701923076923077,0.004807692307692291
thats great that's great ideal weekendc tell me how you spend your ideal weekend,2,0.010582010582010581,0.7429356357927785,0.012166405023547822
yeah downer yeah depression diagnosed have you been diagnosed with depression,2,0.010582010582010581,0.6555501460564752,0.07862706913339823
mhm mhm family relationship tell me about your relationship with your family,2,0.010582010582010581,0.45833333333333337,0.041666666666666685
hmmb hmm memory erase tell me about an event or something that you wish you could erase from your memory,2,0.010582010582010581,0.4026923076923077,0.037307692307692264
ellie dec that's good ptsd diagnosed have you ever been diagnosed with p t s d,2,0.010582010582010581,0.7798792756539236,0.03702213279678079
mm mm sleep affects what are you like when you don't sleep well,2,0.010582010582010581,0.630281690140845,0.13028169014084512
hmmb hmm,2,0.010582010582010581,0.5915492957746479,0.050134138162307273
yeah when was the last time that happened,2,0.010582010582010581,0.6824324324324325,0.18243243243243246
roommates do you have roommates,2,0.010582010582010581,0.3759780907668232,0.235133020344288
thats great that's great family relationship tell me about your relationship with your family,2,0.010582010582010581,0.6481900452488687,0.23642533936651577
yeah have you been diagnosed with depression,2,0.010582010582010581,0.5728021978021978,0.03434065934065922
mhm mhm memory erase tell me about an event or something that you wish you could erase from your memory,2,0.010582010582010581,0.6678475033738192,0.15907557354925772
nice nice difficult how hard is that,2,0.010582010582010581,0.2692307692307692,0.019230769230769273
yeah downer yeah good job it can be tough to find a good job these days,2,0.010582010582010581,0.42803030303030304,0.1780303030303031
mhm how would your best friend describe you,2,0.010582010582010581,0.6419946332737031,0.22338998211091232
yeah that's so good to hear,2,0.010582010582010581,0.6331802525832377,0.2898966704936855
great situation that sounds like a great situation great situation that sounds like a great situation,2,0.010582010582010581,0.6052188552188552,0.031144781144781142
last argument when was the last time you argued with someone and what was it about last argument when was the last time you argued with someone and what was it about,2,0.010582010582010581,0.468013468013468,0.013468013468013407
control temper how are you at controlling your temper control temper how are you at controlling your temper,2,0.010582010582010581,0.44966329966329965,0.013299663299663367
relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,2,0.010582010582010581,0.412962962962963,0.012962962962962954
awesome awesome awesome awesome,2,0.010582010582010581,0.6023569023569023,0.34309764309764307
memorableb what's one of your most memorable experiences memorableb what's one of your most memorable experiences,2,0.010582010582010581,0.22946127946127945,0.011279461279461278
that's great how close are you to your family,2,0.010582010582010581,0.19836182336182334,0.013176638176638195
see mean i see what you mean compares la how does it compare to l a,2,0.010582010582010581,0.1125,0.012499999999999983
mhm what's your dream job,2,0.010582010582010581,0.43947963800904977,0.26640271493212664
yeah yeah happy lasttime tell me about the last time you felt really happy,2,0.010582010582010581,0.8181683021112103,0.0462384775498067
really me too,2,0.010582010582010581,0.060897435897435896,0.022435897435897426
yeah what are some things you really like about l a,2,0.010582010582010581,0.15375,0.03375
thats good that's good dream job what's your dream job,2,0.010582010582010581,0.33653846153846156,0.08012820512820512
mm mm still working on x are you still working in that,2,0.010582010582010581,0.3227941176470588,0.05220588235294116
cool cool travel trips i'd love to hear about one of your trips,2,0.010582010582010581,0.23863636363636365,0.011363636363636381
yeah do you travel a lot,2,0.010582010582010581,0.2599206349206349,0.009920634920634941
yeah it can be tough to find a good job these days,2,0.010582010582010581,0.5130208333333334,0.15885416666666663
downer okay hard decisionb tell me about the hardest decision you've ever had to make,2,0.010582010582010581,0.5537254901960784,0.07372549019607844
wow wow feelguilty what's something you feel guilty about,2,0.010582010582010581,0.38296296296296295,0.042962962962962925
mhm mhm todays kids what do you think of today's kids,2,0.010582010582010581,0.48254901960784313,0.26254901960784305
okay confirm okay tell about that can you tell me about that,2,0.010582010582010581,0.324468085106383,0.17553191489361705
yeah yeah like about la what are some things you really like about l a,2,0.010582010582010581,0.16505636070853463,0.02012882447665057
aw aw good hear that's so good to hear,2,0.010582010582010581,0.8446749304325829,0.05363015431317997
okay confirm okay sleep affects what are you like when you don't sleep well,2,0.010582010582010581,0.6644365150163545,0.037317870948557874
love hear i'd love to hear all about it,2,0.010582010582010581,0.7843915343915344,0.14153439153439162
yeah yeah parent hardest what's the hardest thing about being a parent,2,0.010582010582010581,0.6956214689265536,0.221045197740113
suspect problem did you think you had a problem before you found out,2,0.010582010582010581,0.7523918867202449,0.008802143130501205
awesome awesome hard decision how did you decide to do that,2,0.010582010582010581,0.18023518769787428,0.028720036182722758
see mean i see what you mean easy sleep how easy is it for you to get a good night's sleep,2,0.010582010582010581,0.5461767626613704,0.019860973187686204
do fun what are some things you like to do for fun,2,0.010582010582010581,0.9203182055294732,0.06116327595200832
todays kids what do you think of today's kids,2,0.010582010582010581,0.7245356195141865,0.2174933659930598
that's good i'm great thanks where are you from originally,2,0.010582010582010581,0.023314014752370917,0.004083245521601685
