session	slug	answer_words
402	awesome	3
402	ideal_weekendC	8
402	okay_confirm	0
402	self_change	35
402	mhm	0
402	regret	6
402	advice_back	12
402	influence_positive	14
402	tell_about_that	65
402	Ellie17Dec2012_08	25
402	asked_everything	0
402	appreciate_open	0
402	bye	0
403	IntroV4Confirmation	1
403	okay_confirm	0
403	how_doingV	4
403	thats_good	0
403	where_originally	15
403	cool3	0
403	like_about_LA	43
403	mhm	5
403	dont_like_LA	9
403	see_mean	0
403	travel_shoes	20
403	wow	0
403	travel_changed	15
403	travel_trips	42
403	awesome	0
403	memorableB	27
403	great_situation	0
403	shyoutgoing	6
403	relax_fishtank	50
403	mm	0
403	control_temper	81
403	thats_good	0
403	last_argument	80
403	yeah_downer	0
403	that_sucks	0
403	feelguilty	61
403	mhm	0
403	situation_handled	41
403	yeah_downer	0
403	hard_decisionB	113
403	yeah_downer	0
403	study	33
403	still_working_on_X	47
403	sounds_interesting	0
403	hard_decision	37
403	mhm	0
403	thats_great	5
403	family_relationship	60
403	yeah3	0
403	easy_sleep	15
403	feel_lately	26
403	difficult	42
403	mhm	0
403	ptsd_diagnosed	1
403	depression_diagnosed	1
403	happy_lasttime	25
403	okay_confirm	23
403	yeah3	0
403	Ellie17Dec2012_07	57
403	uh_huh	0
403	self_change	5
403	wild_laughter3	0
403	me_too	0
403	feelbadly	50
403	aw	0
403	BF_describe	27
403	Ellie17Dec2012_10	73
403	great_situation	5
403	feelguilty	43
403	see_mean	0
403	memory_erase	14
403	okay_confirm	0
403	regret	54
403	yeah3	0
403	advice_back	24
403	influence_positive	6
403	tell_about_that	61
403	mhm	0
403	thats_great	0
403	Ellie17Dec2012_08	62
403	yeah3	0
403	asked_everything	0
403	appreciate_open	2
403	bye	0
404	IntroV4Confirmation	1
404	okay_confirm	0
404	how_doingV	2
404	thats_good	0
404	where_originally	3
404	really	0
404	when_LA	35
404	cool3	0
404	like_about_LA	32
404	yeah3	0
404	dont_like_LA	8
404	mm	0
404	see_mean	0
404	travel_shoes	8
404	travel_changed	20
404	uh_huh	0
404	shyoutgoing	1
404	why2	10
404	relax_fishtank	54
404	thats_good	0
404	control_temper	8
404	last_argument	39
404	okay_confirm	0
404	feelguilty	10
404	tell_about_that	57
404	isee_downer	0
404	situation_handled	38
404	landed_trouble	35
404	okay_confirm	0
404	hard_decisionB	19
404	Ellie17Dec2012_02	0
404	tell_me_about	32
404	been_hard	0
404	happy_didthat	5
404	thats_good	0
404	family_relationship	53
404	why2	67
404	yeah_downer	0
404	memory_erase	62
404	okay_confirm	0
404	easy_sleep	19
404	sleep_affects	37
404	okay_confirm	0
404	military	1
404	old	13
404	very_young	7
404	combat	1
404	effectB	41
404	mhm	0
404	memorableB	32
404	nice	0
404	describe_felt	15
404	mhm	0
404	after	32
404	difficult	8
404	civilian_life	26
404	understand	0
404	ptsd_diagnosed	2
404	depression_diagnosed	1
404	happy_lasttime	20
404	uh_huh	16
404	okay_confirm	0
404	ideal_weekendC	40
404	mhm	0
404	like_what	38
404	okay_confirm	0
404	self_change	40
404	mhm	0
404	BF_describe	14
404	advice_back	8
404	okay_confirm	0
404	Ellie17Dec2012_10	32
404	thats_great	0
404	Ellie17Dec2012_08	20
404	asked_everything	0
404	appreciate_open	0
404	bye	3
405	IntroV4Confirmation	2
405	okay_confirm	0
405	how_doingV	4
405	thats_good	0
405	where_originally	5
405	when_LA	10
405	long_time	1
405	often_backB	10
405	mhm	0
405	compares_LA	17
405	why_LA	30
405	okay_confirm	0
405	adapted_LA	17
405	like_about_LA	31
405	uh_huh	24
405	dont_like_LA	14
405	yeah3	0
405	travel_shoes	15
405	travel_changed	25
405	mhm	0
405	travel_trips	27
405	nice	0
405	memorableB	22
405	thats_great	0
405	shyoutgoing	56
405	yeah3	0
405	relax_fishtank	38
405	mhm	0
405	control_temper	8
405	last_argument	16
405	okay_confirm	0
405	family_relationship	18
405	mind	47
405	wild_laughter5	59
405	okay_confirm	44
405	yeah_downer	0
405	situation_handled	27
405	hard_decisionB	18
405	tell_about_that	205
405	yeah_downer	0
405	memory_erase	375
405	yeah_downer	16
405	im_sorry	24
405	yeah_downer	5
405	easy_sleep	56
405	trigger	108
405	downer	0
405	sleep_affects	73
405	mhm	0
405	feel_lately	15
405	tell_about_that	169
405	okay_confirm	0
405	ptsd_diagnosed	1
405	depression_diagnosed	1
405	when_diagnosed	9
405	yes	202
405	mm	0
405	therapy_going	1
405	stop_going	20
405	happy_lasttime	21
405	describe_felt	50
405	yeah_downer	0
405	Ellie17Dec2012_10	49
405	great_situation	4
405	advice_back	196
405	okay_confirm	0
405	Ellie17Dec2012_08	96
405	Ellie17Dec2012_07	136
405	yeah_downer	11
405	asked_everything	1
405	appreciate_open	2
405	bye	1
406	IntroV4Confirmation	1
406	okay_confirm	0
406	how_doingV	3
406	thats_good	0
406	where_originally	5
406	really	0
406	like_about_LA	25
406	mhm	0
406	dont_like_LA	26
406	okay_confirm	0
406	travel_shoes	11
406	why2	13
406	okay_confirm	0
406	travel_changed	24
406	travel_trips	43
406	nice	1
406	study	7
406	sounds_interesting	1
406	hard_decision	72
406	yeah3	0
406	happy_didthat	17
406	understand	0
406	dream_job	22
406	okay_confirm	0
406	shyoutgoing	16
406	relax_fishtank	17
406	like_what	26
406	cool3	0
406	control_temper	5
406	last_argument	53
406	okay_confirm	8
406	situation_handled	8
406	hard_decisionB	19
406	tell_about_that	29
406	change_directions	18
406	see_mean	0
406	feelguilty	10
406	okay_confirm	0
406	family_relationship	86
406	mhm	0
406	influence_positive	49
406	like_what	3
406	okay_confirm	0
406	memory_erase	33
406	okay_confirm	0
406	easy_sleep	41
406	thats_good	0
406	feel_lately	5
406	good_hear	0
406	ptsd_diagnosed	1
406	depression_diagnosed	1
406	happy_lasttime	6
406	tell_about_that	50
406	awesome	0
406	Ellie17Dec2012_10	40
406	wow	0
406	regret	24
406	advice_back	40
406	okay_confirm	0
406	Ellie17Dec2012_07	33
406	self_change	35
406	feelbadly	9
406	okay_confirm	0
406	Ellie17Dec2012_08	29
406	thats_great	0
406	asked_everything	0
406	appreciate_open	2
406	bye	1
407	IntroV4Confirmation	1
407	okay_confirm	0
407	how_doingV	100
407	okay_confirm	0
407	where_originally	5
407	really	1
407	when_LA	41
407	often_backB	57
407	compares_LA	137
407	yeah3	0
407	travel_shoes	38
407	okay_confirm	0
407	study	143
407	wow	89
407	change_directions	4
407	yes	135
407	makes_sense	54
407	thats_great	1
407	shyoutgoing	30
407	wild_laughter5	13
407	relax_fishtank	179
407	hmm1	95
407	okay_confirm	0
407	control_temper	155
407	last_argument	63
407	mm	7
407	situation_handled	205
407	yeah_downer	2
407	hard_decisionB	236
407	mm	1
407	memory_erase	8
407	memory_erase	10
407	memory_erase	71
407	easy_sleep	33
407	wow	11
407	wild_laughter5	30
407	yeah_downer	20
407	okay_confirm	0
407	ptsd_diagnosed	2
407	depression_diagnosed	1
407	feel_lately	50
407	symptoms_cope	146
407	uh_huh	17
407	happy_lasttime	116
407	thats_great	0
407	advice_back	199
407	BF_describe	109
407	uh_huh	4
407	self_change	278
407	mm	9
407	Ellie17Dec2012_08	187
407	thats_great	0
407	asked_everything	0
407	appreciate_open	1
407	bye	1
408	IntroV4Confirmation	3
408	okay_confirm	0
408	how_doingV	3
408	thats_good	0
408	where_originally	5
408	really	0
408	when_LA	5
408	very_young	3
408	often_backB	4
408	why2	15
408	aw	0
408	okay_confirm	0
408	like_about_LA	25
408	mhm	0
408	dont_like_LA	1
408	see_mean	0
408	travel_shoes	5
408	travel_changed	16
408	travel_trips	34
408	memorableB	16
408	awesome	0
408	shyoutgoing	2
408	relax_fishtank	3
408	hard_decision	34
408	difficult	51
408	uh_huh	0
408	control_temper	4
408	last_argument	17
408	okay_confirm	0
408	situation_handled	10
408	wild_laughter3	16
408	see_mean	0
408	hard_decisionB	23
408	change_directions	26
408	family_relationship	29
408	good_hear	0
408	influence_positive	9
408	okay_confirm	0
408	memory_erase	24
408	okay_confirm	0
408	feelguilty	32
408	okay_confirm	0
408	easy_sleep	12
408	thats_good	0
408	feel_lately	4
408	behavior_changes	1
408	okay_confirm	0
408	happy_lasttime	54
408	nice	0
408	BF_describe	11
408	regret	7
408	advice_back	17
408	self_change	8
408	okay_confirm	0
408	feelbadly	35
408	thats_great	0
408	Ellie17Dec2012_07	40
408	mhm	0
408	study	22
408	sounds_interesting	0
408	hard_decision	54
408	mhm	0
408	still_working_on_X	3
408	dream_job	56
408	yeah_downer	0
408	Ellie17Dec2012_08	29
408	give_example	78
408	thats_great	0
408	asked_everything	0
408	appreciate_open	2
408	bye	1
409	IntroV4Confirmation	4
409	okay_confirm	0
409	how_doingV	3
409	thats_good	0
409	where_originally	4
409	really	1
409	like_about_LA	13
409	mhm	1
409	dont_like_LA	90
409	okay_confirm	0
409	study	31
409	yeah3	9
409	change_directions	141
409	mhm	0
409	still_working_on_X	25
409	why2	69
409	dream_job	140
409	yeah3	1
409	see_mean	1
409	shyoutgoing	84
409	wild_laughter5	14
409	okay_confirm	0
409	relax_fishtank	103
409	mm	0
409	control_temper	74
409	thats_good	1
409	last_argument	53
409	okay_confirm	0
409	situation_handled	156
409	isee_downer	0
409	hard_decisionB	17
409	okay_confirm	1
409	family_relationship	161
409	downer	0
409	easy_sleep	89
409	feel_lately	40
409	thats_good	0
409	ptsd_diagnosed	1
409	depression_diagnosed	33
409	mhm	83
409	why2	115
409	okay_confirm	0
409	happy_lasttime	163
409	great_situation	4
409	BF_describe	51
409	Ellie17Dec2012_07	90
409	mhm	0
409	regret	10
409	mind	104
409	mm	0
409	advice_back	83
409	yeah2	85
409	right2	1
409	ideal_weekendC	114
409	mhm	0
409	Ellie17Dec2012_08	84
409	asked_everything	1
409	appreciate_open	2
409	bye	2
410	IntroV4Confirmation	1
410	okay_confirm	0
410	how_doingV	9
410	aw	0
410	thats_great	0
410	where_originally	1
410	really	1
410	like_about_LA	3
410	mhm	4
410	dont_like_LA	4
410	okay_confirm	0
410	tell_about_that	22
410	sorry_hear	9
410	yeah_downer	0
410	travel_shoes	13
410	okay_confirm	0
410	study	15
410	sounds_interesting	0
410	hard_decision	69
410	dream_job	4
410	why2	80
410	makes_sense	0
410	kids_elaborate	51
410	easy_parent	8
410	parent_hardest	149
410	yeah3	0
410	parent_best	108
410	good_hear	2
410	parent_differences	88
410	yeah3	1
410	influence_positive	135
410	okay_confirm	0
410	shyoutgoing	47
410	wild_laughter5	0
410	relax_fishtank	42
410	mm	0
410	control_temper	88
410	thats_good	0
410	last_argument	33
410	okay_confirm	0
410	feelguilty	89
410	downer	0
410	memory_erase	7
410	describe_felt	107
410	yeah_downer	0
410	im_sorry	0
410	hard_decisionB	44
410	change_directions	13
410	happy_didthat	1
410	thats_good	0
410	easy_sleep	47
410	mhm	0
410	sleep_affects	15
410	okay_confirm	0
410	feel_lately	21
410	thats_great	0
410	behavior_changes	24
410	ptsd_diagnosed	1
410	depression_diagnosed	1
410	happy_lasttime	20
410	uh_huh	0
410	Ellie17Dec2012_07	5
410	regret	6
410	advice_back	10
410	self_change	2
410	feelbadly	6
410	tell_about_that	11
410	okay_confirm	0
410	Ellie17Dec2012_08	8
410	thats_great	0
410	asked_everything	0
410	appreciate_open	3
410	bye	1
411	IntroV4Confirmation	1
411	okay_confirm	0
411	how_doingV	2
411	thats_good	0
411	where_originally	2
411	really	0
411	when_LA	8
411	long_time	11
411	often_backB	28
411	wow	0
411	travel_changed	16
411	travel_trips	2
411	travel_trips	4
411	mhm	63
411	memorableB	105
411	wild_laughter5	0
411	wild_laughter3	84
411	aw	27
411	thats_great	0
411	shyoutgoing	246
411	yeah2	0
411	yeah3	0
411	see_mean	0
411	relax_fishtank	8
411	what_do_when_annoyed	7
411	yes	49
411	difficult	78
411	yeah3	0
411	last_argument	32
411	tell_about_that	169
411	yeah2	217
411	right2	186
411	yeah2	56
411	yeah3	19
411	understand	163
411	yeah3	8
411	situation_handled	18
411	mm	0
411	hard_decisionB	22
411	im_sorry	0
411	hard_decision	154
411	yeah_downer	0
411	been_hard	4
411	memory_erase	196
411	okay_confirm	0
411	easy_sleep	156
411	wild_laughter5	0
411	thats_good	0
411	feel_lately	34
411	behavior_changes	6
411	behavior_changes	9
411	behavior_changes	13
411	ptsd_diagnosed	2
411	depression_diagnosed	2
411	happy_lasttime	39
411	regret	20
411	mind	391
411	yeah3	119
411	mm	0
411	good_hear	0
411	advice_back	102
411	mhm	0
411	Ellie17Dec2012_08	65
411	yeah2	0
411	asked_everything	0
411	appreciate_open	1
411	bye	1
412	IntroV4Confirmation	1
412	okay_confirm	0
412	how_doingV	1
412	thats_good	0
412	where_originally	3
412	really	0
412	when_LA	4
412	compares_LA	25
412	why_LA	3
412	happy_didthat	1
412	thats_good	0
412	like_about_LA	12
412	dont_like_LA	12
412	yeah3	0
412	see_mean	0
412	adapted_LA	13
412	travel_shoes	6
412	travel_changed	9
412	travel_trips	20
412	memorableB	36
412	awesome	0
412	study	3
412	hard_decision	30
412	still_working_on_X	5
412	dream_job	13
412	like_what	30
412	cool3	0
412	shyoutgoing	2
412	why2	17
412	okay_confirm	0
412	relax_fishtank	13
412	nice	0
412	bouts_symptoms	20
412	thats_great	0
412	control_temper	2
412	last_argument	20
412	describe_felt	3
412	okay_confirm	0
412	situation_handled	23
412	tell_about_that	26
412	see_mean	0
412	hard_decisionB	6
412	more	25
412	difficult	14
412	family_relationship	61
412	mm	0
412	influence_positive	9
412	memory_erase	10
412	sorry_hear	0
412	uncomfortable_talkV	1
412	tell_about_that	35
412	Ellie17Dec2012_06	0
412	symptoms_cope	23
412	downer	0
412	easy_sleep	4
412	why2	19
412	like_what	16
412	okay_confirm	0
412	sleep_affects	2
412	feel_lately	1
412	behavior_changes	6
412	ptsd_diagnosed	1
412	depression_diagnosed	1
412	happy_lasttime	21
412	thats_good	0
412	ideal_weekendC	37
412	okay_confirm	0
412	regret	1
412	advice_back	7
412	self_change	16
412	mhm	0
412	feelbadly	51
412	oh_no	0
412	give_example	63
412	that_sucks	1
412	Ellie17Dec2012_07	12
412	Ellie17Dec2012_10	45
412	thats_great	0
412	Ellie17Dec2012_08	26
412	asked_everything	0
412	appreciate_open	2
412	bye	1
413	IntroV4Confirmation	1
413	okay_confirm	0
413	how_doingV	3
413	thats_good	0
413	where_originally	4
413	really	1
413	when_LA	13
413	often_backB	17
413	mhm	0
413	compares_LA	14
413	why2	33
413	understand	0
413	why_LA	20
413	adapted_LA	54
413	mm	0
413	study	5
413	sounds_interesting	0
413	hard_decision	31
413	still_working_on_X	15
413	awesome	0
413	happy_didthat	36
413	memorableB	14
413	tell_about_that	50
413	great_situation	31
413	yeah_downer	0
413	shyoutgoing	6
413	relax_fishtank	13
413	like_what	25
413	okay_confirm	0
413	control_temper	36
413	uh_huh	0
413	last_argument	33
413	tell_about_that	161
413	yeah_downer	0
413	that_sucks	1
413	situation_handled	97
413	yeah_downer	0
413	im_sorry	0
413	hard_decisionB	96
413	okay_confirm	0
413	memory_erase	36
413	yeah_downer	0
413	influence_positive	65
413	mhm	0
413	easy_sleep	57
413	trigger	50
413	hmm_downer	0
413	sleep_affects	42
413	okay_confirm	0
413	feel_lately	27
413	behavior_changes	32
413	ptsd_diagnosed	1
413	depression_diagnosed	7
413	why_seek_help	43
413	therapy_useful	30
413	therapy_going	11
413	stop_going	60
413	see_mean	0
413	happy_lasttime	78
413	thats_great	0
413	regret	2
413	yes	125
413	yeah_downer	10
413	advice_back	40
413	BF_describe	81
413	uh_huh	0
413	Ellie17Dec2012_10	23
413	nice	1
413	Ellie17Dec2012_07	48
413	asked_everything	0
413	appreciate_open	0
413	bye	1
414	IntroV4Confirmation	1
414	okay_confirm	0
414	how_doingV	2
414	thats_good	0
414	where_originally	2
414	really	1
414	like_about_LA	20
414	mhm	13
414	dont_like_LA	17
414	okay_confirm	0
414	travel_shoes	40
414	nice	0
414	travel_changed	16
414	mhm	0
414	travel_trips	34
414	awesome	0
414	describe_felt	22
414	good_hear	0
414	study	4
414	cool3	0
414	hard_decision	50
414	thats_great	0
414	dream_job	34
414	okay_confirm	2
414	shyoutgoing	22
414	relax_fishtank	30
414	okay_confirm	0
414	control_temper	34
414	landed_trouble	33
414	last_argument	40
414	difficult	29
414	im_sorry	2
414	situation_handled	57
414	avoid	15
414	hard_decisionB	91
414	tell_about_that	106
414	yeah_downer	0
414	change_directions	94
414	been_hard	2
414	why_seek_help	58
414	therapy_going	7
414	therapy_useful	43
414	aw	26
414	downer	4
414	easy_sleep	5
414	why2	47
414	like_what	74
414	bouts_symptoms	5
414	Ellie17Dec2012_06	0
414	happy_lasttime	60
414	BF_describe	17
414	regret	9
414	advice_back	30
414	yeah_downer	0
414	ideal_weekendC	66
414	wild_laughter5	11
414	Ellie17Dec2012_08	160
414	thats_great	0
414	asked_everything	0
414	appreciate_open	0
414	bye	7
415	IntroV4Confirmation	1
415	okay_confirm	0
415	how_doingV	2
415	thats_good	0
415	where_originally	1
415	really	0
415	when_LA	3
415	often_backB	4
415	compares_LA	9
415	mm	0
415	why_LA	15
415	adapted_LA	22
415	wild_laughter5	0
415	see_mean	0
415	like_about_LA	22
415	study	5
415	sounds_interesting	0
415	hard_decision	41
415	wow	1
415	happy_didthat	9
415	like_what	13
415	dream_job	51
415	thats_great	0
415	travel_shoes	1
415	travel_changed	23
415	travel_trips	45
415	memorableB	12
415	awesome	1
415	shyoutgoing	1
415	relax_fishtank	7
415	tell_about_that	38
415	good_hear	0
415	control_temper	55
415	okay_confirm	0
415	last_argument	22
415	wild_laughter5	0
415	family_relationship	77
415	thats_great	0
415	feelguilty	42
415	wild_laughter3	0
415	situation_handled	72
415	yeah_downer	0
415	hard_decisionB	7
415	why2	57
415	yeah_downer	0
415	influence_positive	25
415	okay_confirm	0
415	memory_erase	86
415	yeah_downer	0
415	been_hard	0
415	easy_sleep	33
415	that_sucks	2
415	sleep_affects	36
415	okay_confirm	0
415	feel_lately	23
415	behavior_changes	2
415	like_what	90
415	yeah3	0
415	ptsd_diagnosed	1
415	depression_diagnosed	1
415	happy_lasttime	22
415	thats_great	0
415	BF_describe	47
415	regret	8
415	advice_back	7
415	self_change	31
415	mhm	0
415	feelbadly	30
415	okay_confirm	0
415	ideal_weekendC	45
415	nice	1
415	Ellie17Dec2012_08	27
415	asked_everything	0
415	appreciate_open	2
415	bye	1
416	IntroV4Confirmation	1
416	okay_confirm	0
416	how_doingV	6
416	great_thanks	0
416	where_originally	1
416	really	1
416	when_LA	5
416	long_time	5
416	often_backB	8
416	why2	3
416	compares_LA	23
416	see_mean	0
416	why_LA	5
416	adapted_LA	8
416	thats_good	0
416	like_about_LA	33
416	mhm	0
416	dont_like_LA	1
416	travel_shoes	10
416	travel_changed	11
416	cool3	0
416	travel_trips	18
416	memorableB	12
416	okay_confirm	18
416	study	1
416	sounds_interesting	3
416	hard_decision	25
416	still_working_on_X	1
416	why2	9
416	that_sucks	3
416	dream_job	16
416	tell_about_that	62
416	uh_huh	12
416	yeah_downer	0
416	shyoutgoing	19
416	okay_confirm	0
416	relax_fishtank	46
416	mhm	1
416	control_temper	46
416	last_argument	12
416	tell_about_that	79
416	describe_felt	1
416	yeah_downer	58
416	uh_huh	2
416	situation_handled	95
416	mhm	0
416	hard_decisionB	51
416	feelguilty	70
416	yeah_downer	0
416	good_job	3
416	family_relationship	47
416	thats_good	0
416	yeah_downer	0
416	easy_sleep	6
416	sleep_affects	29
416	mhm	0
416	feel_lately	10
416	makes_sense	0
416	ptsd_diagnosed	4
416	depression_diagnosed	1
416	happy_lasttime	57
416	mhm	0
416	self_change	29
416	why2	17
416	mm	26
416	yeah_downer	0
416	feelbadly	20
416	downer	0
416	memory_erase	75
416	describe_felt	2
416	influence_positive	24
416	thats_great	1
416	BF_describe	38
416	tell_about_that	17
416	give_example	34
416	see_mean	0
416	regret	14
416	advice_back	17
416	Ellie17Dec2012_10	65
416	wild_laughter5	0
416	Ellie17Dec2012_08	31
416	Ellie17Dec2012_07	52
416	yeah2	6
416	asked_everything	1
416	appreciate_open	6
416	bye	0
417	IntroV4Confirmation	1
417	okay_confirm	0
417	how_doingV	2
417	thats_good	0
417	where_originally	3
417	really	0
417	like_about_LA	4
417	dont_like_LA	13
417	yeah3	0
417	study	30
417	hard_decision	53
417	yeah_downer	0
417	difficult	3
417	okay_confirm	0
417	travel_shoes	1
417	why2	4
417	see_mean	0
417	shyoutgoing	33
417	mhm	0
417	relax_fishtank	51
417	uh_huh	0
417	control_temper	9
417	thats_good	0
417	last_argument	27
417	okay_confirm	0
417	feelguilty	77
417	yeah3	0
417	regret	52
417	avoid	1
417	avoid	49
417	yeah3	0
417	memory_erase	32
417	sorry_hear	0
417	hard_decisionB	15
417	okay_confirm	0
417	situation_handled	9
417	family_relationship	41
417	thats_good	0
417	influence_positive	70
417	mhm	0
417	easy_sleep	19
417	sleep_affects	31
417	okay_confirm	0
417	feel_lately	37
417	behavior_changes	37
417	ptsd_diagnosed	10
417	tell_about_that	50
417	suspect_problem	4
417	symptoms_what	5
417	therapist_useful	1
417	therapist_affect	81
417	yeah_downer	0
417	happy_lasttime	5
417	Ellie17Dec2012_10	4
417	okay_confirm	0
417	BF_describe	4
417	ideal_weekendC	77
417	mhm	0
417	advice_back	133
417	mm	0
417	Ellie17Dec2012_08	104
417	asked_everything	0
417	appreciate_open	0
417	bye	1
418	IntroV4Confirmation	1
418	okay_confirm	0
418	how_doingV	2
418	thats_good	0
418	where_originally	5
418	really	0
418	when_LA	19
418	very_young	1
418	often_backB	1
418	why2	13
418	okay_confirm	0
418	like_about_LA	26
418	mhm	1
418	dont_like_LA	18
418	yeah3	0
418	see_mean	0
418	study	59
418	sounds_interesting	1
418	change_directions	12
418	thats_great	0
418	dream_job	17
418	okay_confirm	0
418	travel_shoes	10
418	relax_fishtank	49
418	aw	0
418	tell_about_that	67
418	thats_good	0
418	control_temper	18
418	last_argument	19
418	okay_confirm	0
418	feelguilty	15
418	situation_handled	19
418	okay_confirm	0
418	hard_decisionB	108
418	yeah_downer	0
418	kids_elaborate	196
418	easy_parent	18
418	parent_hardest	52
418	tell_me_moreV2	68
418	parent_hardest	25
418	parent_best	36
418	yeah3	4
418	parent_differences	135
418	hmm_downer	8
418	easy_sleep	53
418	sleep_affects	5
418	okay_confirm	0
418	feel_lately	71
418	trade_offs	2
418	ptsd_diagnosed	3
418	depression_diagnosed	1
418	when_diagnosed	11
418	why_seek_help	31
418	therapy_going	3
418	therapy_useful	43
418	therapy_changes	39
418	thats_good	0
418	happy_lasttime	2
418	yes	83
418	okay_confirm	0
418	makes_sense	1
418	Ellie17Dec2012_10	27
418	okay_confirm	0
418	BF_describe	6
418	Ellie17Dec2012_07	86
418	mhm	1
418	regret	3
418	yes	2
418	mind	99
418	mm	1
418	advice_back	12
418	Ellie17Dec2012_08	12
418	asked_everything	0
418	appreciate_open	1
418	bye	1
419	IntroV4Confirmation	1
419	okay_confirm	0
419	how_doingV	4
419	thats_good	0
419	where_originally	7
419	really	1
419	when_LA	6
419	long_time	1
419	often_backB	17
419	why2	21
419	okay_confirm	0
419	compares_LA	32
419	why_LA	28
419	uh_huh	0
419	travel_shoes	22
419	travel_changed	30
419	travel_trips	35
419	memorableB	51
419	yeah3	0
419	shyoutgoing	6
419	why2	49
419	see_mean	0
419	study	5
419	awesome	0
419	hard_decision	29
419	still_working_on_X	9
419	dream_job	52
419	mhm	0
419	relax_fishtank	51
419	thats_great	0
419	control_temper	56
419	last_argument	109
419	yeah_downer	0
419	situation_handled	98
419	hmm_downer	0
419	describe_felt	47
419	see_mean	0
419	hard_decisionB	119
419	aw	0
419	thats_great	2
419	memory_erase	168
419	yeah_downer	0
419	been_hard	2
419	family_relationship	89
419	wild_laughter5	10
419	thats_good	1
419	easy_sleep	63
419	why2	51
419	feel_lately	49
419	okay_confirm	0
419	ptsd_diagnosed	1
419	depression_diagnosed	1
419	happy_lasttime	48
419	nice	0
419	BF_describe	55
419	self_change	71
419	regret	55
419	advice_back	42
419	Ellie17Dec2012_08	32
419	thats_great	0
419	asked_everything	1
419	appreciate_open	2
419	bye	1
420	IntroV4Confirmation	4
420	okay_confirm	0
420	how_doingV	3
420	thats_good	0
420	where_originally	1
420	really	0
420	when_LA	12
420	often_backB	9
420	wow	0
420	why2	15
420	compares_LA	21
420	tell_about_that	57
420	wild_laughter5	0
420	yeah_downer	0
420	why_LA	7
420	adapted_LA	9
420	thats_good	0
420	like_about_LA	5
420	dont_like_LA	9
420	mhm	0
420	travel_shoes	5
420	travel_changed	17
420	uh_huh	0
420	travel_trips	16
420	nice	0
420	memorableB	14
420	awesome	1
420	study	8
420	dream_job	11
420	really	0
420	why2	15
420	thats_great	0
420	relax_fishtank	13
420	uh_huh	0
420	shyoutgoing	3
420	okay_confirm	0
420	control_temper	5
420	last_argument	27
420	oh_no	0
420	describe_felt	4
420	yeah_downer	28
420	sorry_hear	6
420	situation_handled	31
420	change_directions	8
420	avoid	23
420	yeah_downer	0
420	hard_decisionB	4
420	okay_confirm	0
420	memory_erase	10
420	tell_about_that	40
420	yeah_downer	0
420	see_mean	0
420	feelguilty	7
420	okay_confirm	0
420	family_relationship	60
420	why2	55
420	isee_downer	0
420	kids_elaborate	91
420	aw	0
420	easy_parent	40
420	yeah3	0
420	parent_hardest	28
420	parent_best	6
420	parent_differences	14
420	give_example	50
420	okay_confirm	0
420	influence_positive	5
420	tell_about_that	18
420	okay_confirm	0
420	easy_sleep	9
420	sleep_affects	6
420	feel_lately	60
420	hmm_downer	0
420	behavior_changes	1
420	ptsd_diagnosed	5
420	depression_diagnosed	24
420	okay_confirm	0
420	happy_lasttime	7
420	tell_about_that	31
420	great_situation	0
420	BF_describe	4
420	self_change	11
420	okay_confirm	0
420	regret	8
420	advice_back	15
420	hmm_downer	0
420	Ellie17Dec2012_07	11
420	ideal_weekendC	33
420	nice	0
420	Ellie17Dec2012_08	2
420	asked_everything	0
420	appreciate_open	2
420	bye	1
421	IntroV4Confirmation	3
421	okay_confirm	0
421	how_doingV	5
421	thats_good	0
421	great_thanks	0
421	where_originally	5
421	really	0
421	when_LA	30
421	wow	3
421	often_backB	1
421	why2	9
421	understand	0
421	compares_LA	15
421	yeah3	0
421	why_LA	12
421	okay_confirm	0
421	study	16
421	sounds_interesting	0
421	hard_decision	26
421	still_working_on_X	6
421	aw	0
421	kids_elaborate	1
421	wild_laughter5	0
421	easy_parent	28
421	parent_hardest	50
421	yeah_downer	0
421	parent_best	23
421	parent_differences	38
421	family_relationship	39
421	downer	0
421	shyoutgoing	10
421	mhm	0
421	relax_fishtank	7
421	like_what	23
421	nice	0
421	wild_laughter5	0
421	control_temper	32
421	last_argument	20
421	tell_about_that	25
421	been_hard	1
421	describe_felt	7
421	yeah_downer	0
421	im_sorry	0
421	situation_handled	24
421	hard_decisionB	13
421	change_directions	6
421	memory_erase	47
421	see_mean	0
421	easy_sleep	19
421	why2	31
421	sleep_affects	3
421	mhm	0
421	feel_lately	8
421	tell_about_that	15
421	symptoms_cope	29
421	hmm_downer	0
421	ptsd_diagnosed	1
421	depression_diagnosed	1
421	when_diagnosed	8
421	why_seek_help	27
421	trigger	1
421	therapy_going	18
421	therapist_useful	10
421	tell_about_that	42
421	yeah_downer	0
421	happy_lasttime	12
421	aw	0
421	describe_felt	28
421	uh_huh	0
421	BF_describe	55
421	self_change	12
421	regret	9
421	advice_back	23
421	hmm_downer	0
421	ideal_weekendC	28
421	influence_positive	22
421	tell_about_that	42
421	good_hear	0
421	Ellie17Dec2012_08	2
421	Ellie17Dec2012_10	44
421	great_situation	1
421	asked_everything	0
421	appreciate_open	1
421	bye	1
422	IntroV4Confirmation	2
422	okay_confirm	0
422	how_doingV	1
422	thats_good	0
422	where_originally	7
422	really	1
